CustomerKey,Region,Model,IncomeGroup,FreqBuy
19054,Europe,Fender Set - Mountain,High,1
19055,Europe,Fender Set - Mountain,High,1
19059,Europe,Fender Set - Mountain,High,1
19066,Europe,Fender Set - Mountain,High,1
19067,Europe,Fender Set - Mountain,High,1
19073,Europe,Fender Set - Mountain,High,1
19086,Pacific,Fender Set - Mountain,High,1
19088,Pacific,Fender Set - Mountain,High,1
19090,Pacific,Fender Set - Mountain,High,1
19091,Pacific,Fender Set - Mountain,High,1
19092,Pacific,Fender Set - Mountain,High,1
19098,Pacific,Fender Set - Mountain,High,1
19100,Pacific,Fender Set - Mountain,High,1
19101,Pacific,Fender Set - Mountain,High,1
19103,Pacific,Fender Set - Mountain,High,1
19104,Pacific,Fender Set - Mountain,High,1
19147,North America,Fender Set - Mountain,Moderate,1
19150,North America,Fender Set - Mountain,Moderate,1
19186,Europe,Fender Set - Mountain,Low,1
19192,Europe,Fender Set - Mountain,Moderate,1
19195,Europe,Fender Set - Mountain,Moderate,1
19200,North America,Fender Set - Mountain,Moderate,1
19220,North America,Fender Set - Mountain,Low,1
19223,North America,Fender Set - Mountain,Low,1
19263,Europe,Fender Set - Mountain,Low,1
19299,Europe,Fender Set - Mountain,Moderate,1
19302,Europe,Fender Set - Mountain,Low,1
19305,Europe,Fender Set - Mountain,Low,1
19312,Europe,Fender Set - Mountain,Moderate,1
19338,Europe,Fender Set - Mountain,Moderate,1
19339,Europe,Fender Set - Mountain,Moderate,1
19340,Europe,Fender Set - Mountain,Moderate,1
19377,Europe,Fender Set - Mountain,Low,1
19385,Europe,Fender Set - Mountain,Low,1
19420,Europe,Fender Set - Mountain,Moderate,1
19439,Europe,Fender Set - Mountain,Moderate,1
19454,Europe,Fender Set - Mountain,Moderate,1
19554,North America,Fender Set - Mountain,High,1
19569,Pacific,Fender Set - Mountain,High,1
19571,Pacific,Fender Set - Mountain,High,1
19580,Pacific,Fender Set - Mountain,Moderate,1
19640,North America,Fender Set - Mountain,Low,1
19646,North America,Fender Set - Mountain,Low,1
19648,North America,Fender Set - Mountain,Low,1
19651,Pacific,Fender Set - Mountain,Moderate,1
19662,North America,Fender Set - Mountain,High,1
19667,Pacific,Fender Set - Mountain,Low,1
19705,North America,Fender Set - Mountain,High,1
19710,North America,Fender Set - Mountain,High,1
19719,North America,Fender Set - Mountain,High,1
19721,North America,Fender Set - Mountain,High,1
19722,North America,Fender Set - Mountain,High,1
19737,North America,Fender Set - Mountain,High,1
19801,North America,Fender Set - Mountain,Low,1
19823,North America,Fender Set - Mountain,High,1
19827,North America,Fender Set - Mountain,High,1
19828,North America,Fender Set - Mountain,High,1
19830,North America,Fender Set - Mountain,High,1
19842,North America,Fender Set - Mountain,High,1
19847,North America,Fender Set - Mountain,High,1
19897,North America,Fender Set - Mountain,High,1
19901,Europe,Fender Set - Mountain,High,1
19904,Europe,Fender Set - Mountain,High,1
19910,Europe,Fender Set - Mountain,High,1
19912,Europe,Fender Set - Mountain,High,1
19991,North America,Fender Set - Mountain,High,1
19992,North America,Fender Set - Mountain,High,1
20021,North America,Fender Set - Mountain,High,1
20051,Europe,Fender Set - Mountain,Moderate,1
20082,North America,Fender Set - Mountain,Low,1
20084,North America,Fender Set - Mountain,Low,1
20096,North America,Fender Set - Mountain,Low,1
20144,Europe,Fender Set - Mountain,Low,1
20202,North America,Fender Set - Mountain,High,1
20240,Pacific,Fender Set - Mountain,Moderate,1
20300,North America,Fender Set - Mountain,High,1
20330,North America,Fender Set - Mountain,High,1
20341,North America,Fender Set - Mountain,High,1
20375,North America,Fender Set - Mountain,High,1
20479,North America,Fender Set - Mountain,High,1
20483,North America,Fender Set - Mountain,High,1
20508,North America,Fender Set - Mountain,High,1
20547,North America,Fender Set - Mountain,High,1
20555,Europe,Fender Set - Mountain,High,1
20556,Europe,Fender Set - Mountain,High,1
20575,Europe,Fender Set - Mountain,High,1
20590,Europe,Fender Set - Mountain,High,1
20598,Europe,Fender Set - Mountain,High,1
20632,North America,Fender Set - Mountain,High,1
20716,Europe,Fender Set - Mountain,Moderate,1
20740,North America,Fender Set - Mountain,Low,1
20771,North America,Fender Set - Mountain,High,1
20773,North America,Fender Set - Mountain,High,1
20898,Europe,Fender Set - Mountain,Low,1
20911,Europe,Fender Set - Mountain,Moderate,1
20927,Europe,Fender Set - Mountain,Low,1
21054,Europe,Fender Set - Mountain,Moderate,1
21055,Europe,Fender Set - Mountain,Moderate,1
21066,Europe,Fender Set - Mountain,Low,1
21124,Europe,Fender Set - Mountain,Low,1
21213,Pacific,Fender Set - Mountain,High,1
21227,Pacific,Fender Set - Mountain,Low,1
21266,North America,Fender Set - Mountain,High,1
21295,North America,Fender Set - Mountain,High,1
21308,North America,Fender Set - Mountain,High,1
21318,North America,Fender Set - Mountain,High,1
21345,North America,Fender Set - Mountain,High,1
21431,North America,Fender Set - Mountain,High,1
21447,North America,Fender Set - Mountain,High,1
21461,North America,Fender Set - Mountain,High,1
21464,North America,Fender Set - Mountain,High,1
21516,Europe,Fender Set - Mountain,High,1
21531,Europe,Fender Set - Mountain,High,1
21573,Pacific,Fender Set - Mountain,High,1
21656,North America,Fender Set - Mountain,High,1
21681,Europe,Fender Set - Mountain,Moderate,1
21702,North America,Fender Set - Mountain,Low,1
21726,North America,Fender Set - Mountain,Moderate,1
21740,Europe,Fender Set - Mountain,Low,1
21745,North America,Fender Set - Mountain,High,1
21777,North America,Fender Set - Mountain,High,1
21817,Europe,Fender Set - Mountain,High,1
21835,Europe,Fender Set - Mountain,High,1
21904,North America,Fender Set - Mountain,High,1
21973,Pacific,Fender Set - Mountain,Moderate,1
21975,Pacific,Fender Set - Mountain,Moderate,1
21981,Pacific,Fender Set - Mountain,Moderate,1
21991,Pacific,Fender Set - Mountain,High,1
21992,Pacific,Fender Set - Mountain,High,1
21998,Pacific,Fender Set - Mountain,High,1
22003,Pacific,Fender Set - Mountain,Moderate,1
22005,Pacific,Fender Set - Mountain,High,1
22020,Pacific,Fender Set - Mountain,Moderate,1
22029,Pacific,Fender Set - Mountain,Moderate,1
22079,North America,Fender Set - Mountain,High,1
22080,North America,Fender Set - Mountain,High,1
22095,North America,Fender Set - Mountain,High,1
22100,North America,Fender Set - Mountain,High,1
22161,North America,Fender Set - Mountain,Moderate,1
22176,Pacific,Fender Set - Mountain,Moderate,1
22177,Pacific,Fender Set - Mountain,Moderate,1
22205,Pacific,Fender Set - Mountain,High,1
22217,North America,Fender Set - Mountain,High,1
22366,North America,Fender Set - Mountain,High,1
22447,Europe,Fender Set - Mountain,Moderate,1
22679,Europe,Fender Set - Mountain,Moderate,1
22680,Europe,Fender Set - Mountain,Moderate,1
22713,North America,Fender Set - Mountain,High,1
22771,North America,Fender Set - Mountain,Moderate,1
22773,North America,Fender Set - Mountain,Moderate,1
22807,Europe,Fender Set - Mountain,High,1
22816,Europe,Fender Set - Mountain,High,1
22817,Europe,Fender Set - Mountain,High,1
22855,Pacific,Fender Set - Mountain,High,1
22882,North America,Fender Set - Mountain,Moderate,1
22920,Pacific,Fender Set - Mountain,Moderate,1
22923,Pacific,Fender Set - Mountain,Moderate,1
22925,Pacific,Fender Set - Mountain,Moderate,1
22978,Pacific,Fender Set - Mountain,Moderate,1
22981,North America,Fender Set - Mountain,Moderate,1
22985,North America,Fender Set - Mountain,Moderate,1
23004,North America,Fender Set - Mountain,High,1
23020,North America,Fender Set - Mountain,High,1
23083,North America,Fender Set - Mountain,Moderate,1
23247,North America,Fender Set - Mountain,Moderate,1
23301,North America,Fender Set - Mountain,High,1
23349,North America,Fender Set - Mountain,High,1
23458,North America,Fender Set - Mountain,High,1
23475,North America,Fender Set - Mountain,Moderate,1
23521,Pacific,Fender Set - Mountain,Moderate,1
23528,Pacific,Fender Set - Mountain,Moderate,1
23550,North America,Fender Set - Mountain,Moderate,1
23563,Pacific,Fender Set - Mountain,Moderate,1
23612,Europe,Fender Set - Mountain,High,1
24580,Europe,Fender Set - Mountain,High,1
24599,Pacific,Fender Set - Mountain,High,1
24841,Europe,Fender Set - Mountain,High,1
25177,North America,Fender Set - Mountain,High,1
25254,North America,Fender Set - Mountain,Low,1
25814,Pacific,Fender Set - Mountain,High,1
25950,North America,Fender Set - Mountain,Moderate,1
26178,North America,Fender Set - Mountain,Moderate,1
26194,North America,Fender Set - Mountain,Moderate,1
26239,North America,Fender Set - Mountain,Moderate,1
26376,North America,Fender Set - Mountain,High,1
26527,North America,Fender Set - Mountain,High,1
28272,North America,Fender Set - Mountain,High,1
29047,North America,Fender Set - Mountain,High,1
15944,North America,Fender Set - Mountain,High,1
15952,North America,Fender Set - Mountain,High,1
15961,North America,Fender Set - Mountain,High,1
15962,North America,Fender Set - Mountain,High,1
15965,North America,Fender Set - Mountain,High,1
15968,North America,Fender Set - Mountain,High,1
15969,North America,Fender Set - Mountain,High,1
15972,North America,Fender Set - Mountain,High,1
15974,North America,Fender Set - Mountain,High,1
15983,North America,Fender Set - Mountain,High,1
15984,North America,Fender Set - Mountain,High,1
15985,North America,Fender Set - Mountain,High,1
15987,North America,Fender Set - Mountain,Moderate,1
15988,North America,Fender Set - Mountain,High,1
15990,North America,Fender Set - Mountain,High,1
15991,North America,Fender Set - Mountain,High,1
15992,North America,Fender Set - Mountain,High,1
15998,North America,Fender Set - Mountain,High,1
16000,North America,Fender Set - Mountain,High,1
16004,North America,Fender Set - Mountain,High,1
16005,North America,Fender Set - Mountain,High,1
16009,North America,Fender Set - Mountain,High,1
16035,Europe,Fender Set - Mountain,Low,1
16038,Europe,Fender Set - Mountain,Low,1
16050,Europe,Fender Set - Mountain,Low,1
16054,Europe,Fender Set - Mountain,Low,1
16058,Europe,Fender Set - Mountain,Low,1
16066,North America,Fender Set - Mountain,Moderate,1
16067,North America,Fender Set - Mountain,Moderate,1
16071,North America,Fender Set - Mountain,Moderate,1
16077,North America,Fender Set - Mountain,High,1
16079,North America,Fender Set - Mountain,High,1
16086,North America,Fender Set - Mountain,High,1
16097,North America,Fender Set - Mountain,Moderate,1
16105,North America,Fender Set - Mountain,High,1
16110,North America,Fender Set - Mountain,Moderate,1
16111,North America,Fender Set - Mountain,High,1
16113,North America,Fender Set - Mountain,High,1
16116,North America,Fender Set - Mountain,High,1
16117,North America,Fender Set - Mountain,Moderate,1
16118,North America,Fender Set - Mountain,High,1
16130,North America,Fender Set - Mountain,Moderate,1
16133,North America,Fender Set - Mountain,Moderate,1
16144,North America,Fender Set - Mountain,High,1
16147,North America,Fender Set - Mountain,High,1
16155,Pacific,Fender Set - Mountain,High,1
16161,Pacific,Fender Set - Mountain,Moderate,1
16187,Europe,Fender Set - Mountain,Low,1
16188,Europe,Fender Set - Mountain,Low,1
16190,Europe,Fender Set - Mountain,Low,1
16191,Europe,Fender Set - Mountain,Low,1
16196,Europe,Fender Set - Mountain,Moderate,1
16198,Europe,Fender Set - Mountain,Low,1
16199,Europe,Fender Set - Mountain,Moderate,1
16201,Europe,Fender Set - Mountain,Low,1
16205,Europe,Fender Set - Mountain,Moderate,1
16206,Europe,Fender Set - Mountain,Moderate,1
16210,North America,Fender Set - Mountain,Moderate,1
16211,North America,Fender Set - Mountain,Moderate,1
16213,North America,Fender Set - Mountain,Moderate,1
16243,North America,Fender Set - Mountain,High,1
16247,North America,Fender Set - Mountain,Moderate,1
16251,Europe,Fender Set - Mountain,Low,1
16263,Europe,Fender Set - Mountain,Moderate,1
16264,Europe,Fender Set - Mountain,Low,1
16271,Europe,Fender Set - Mountain,Low,1
16273,Europe,Fender Set - Mountain,Low,1
16285,Europe,Fender Set - Mountain,Moderate,1
16288,Europe,Fender Set - Mountain,Low,1
16289,Europe,Fender Set - Mountain,Low,1
16290,Europe,Fender Set - Mountain,Low,1
16300,Europe,Fender Set - Mountain,Low,1
16307,Europe,Fender Set - Mountain,Moderate,1
16310,Europe,Fender Set - Mountain,Moderate,1
16314,Europe,Fender Set - Mountain,Low,1
16329,Europe,Fender Set - Mountain,Low,1
16331,North America,Fender Set - Mountain,Moderate,1
16332,Pacific,Fender Set - Mountain,Low,1
16335,North America,Fender Set - Mountain,Low,1
16341,Pacific,Fender Set - Mountain,Low,1
16342,Pacific,Fender Set - Mountain,Low,1
16343,Pacific,Fender Set - Mountain,Low,1
16350,Pacific,Fender Set - Mountain,High,1
16369,North America,Fender Set - Mountain,Moderate,1
16370,North America,Fender Set - Mountain,Moderate,1
16380,North America,Fender Set - Mountain,High,1
16410,Europe,Fender Set - Mountain,Low,1
16424,Europe,Fender Set - Mountain,Moderate,1
16443,Europe,Fender Set - Mountain,Low,1
16446,Europe,Fender Set - Mountain,Low,1
16478,North America,Fender Set - Mountain,High,1
16481,Pacific,Fender Set - Mountain,Low,1
16496,Pacific,Fender Set - Mountain,High,1
16497,North America,Fender Set - Mountain,Low,1
16509,Europe,Fender Set - Mountain,Low,1
16541,Europe,Fender Set - Mountain,Low,1
16546,Europe,Fender Set - Mountain,Low,1
16566,Europe,Fender Set - Mountain,Moderate,1
16580,Europe,Fender Set - Mountain,High,1
16603,Europe,Fender Set - Mountain,High,1
16604,Europe,Fender Set - Mountain,High,1
16607,Pacific,Fender Set - Mountain,High,1
16620,Pacific,Fender Set - Mountain,High,1
16638,Pacific,Fender Set - Mountain,High,1
16641,North America,Fender Set - Mountain,High,1
16646,North America,Fender Set - Mountain,High,1
16649,North America,Fender Set - Mountain,High,1
16653,North America,Fender Set - Mountain,High,1
16656,Pacific,Fender Set - Mountain,High,1
16666,North America,Fender Set - Mountain,High,1
16667,North America,Fender Set - Mountain,Low,1
16709,Pacific,Fender Set - Mountain,Low,1
16717,North America,Fender Set - Mountain,Moderate,1
16721,North America,Fender Set - Mountain,Low,1
16729,Pacific,Fender Set - Mountain,Low,1
16730,Pacific,Fender Set - Mountain,Low,1
16731,North America,Fender Set - Mountain,Low,1
16749,North America,Fender Set - Mountain,Low,1
16755,North America,Fender Set - Mountain,High,1
16756,North America,Fender Set - Mountain,High,1
16772,North America,Fender Set - Mountain,Moderate,1
16800,North America,Fender Set - Mountain,Moderate,1
16818,North America,Fender Set - Mountain,High,1
16819,North America,Fender Set - Mountain,High,1
16820,North America,Fender Set - Mountain,High,1
16823,Europe,Fender Set - Mountain,High,1
16825,Europe,Fender Set - Mountain,High,1
16836,North America,Fender Set - Mountain,High,1
16837,North America,Fender Set - Mountain,High,1
16845,North America,Fender Set - Mountain,High,1
16847,North America,Fender Set - Mountain,High,1
16848,North America,Fender Set - Mountain,High,1
16849,North America,Fender Set - Mountain,High,1
16852,North America,Fender Set - Mountain,High,1
16855,North America,Fender Set - Mountain,High,1
16859,North America,Fender Set - Mountain,High,1
16867,North America,Fender Set - Mountain,High,1
16869,North America,Fender Set - Mountain,High,1
16871,North America,Fender Set - Mountain,High,1
16872,North America,Fender Set - Mountain,High,1
16876,North America,Fender Set - Mountain,Moderate,1
16892,North America,Fender Set - Mountain,High,1
16893,North America,Fender Set - Mountain,High,1
16907,North America,Fender Set - Mountain,High,1
16908,North America,Fender Set - Mountain,High,1
16909,North America,Fender Set - Mountain,High,1
16912,North America,Fender Set - Mountain,High,1
16914,North America,Fender Set - Mountain,High,1
16916,North America,Fender Set - Mountain,High,1
16926,Pacific,Fender Set - Mountain,Low,1
16930,Pacific,Fender Set - Mountain,Low,1
16934,Europe,Fender Set - Mountain,Low,1
16950,North America,Fender Set - Mountain,Moderate,1
16967,North America,Fender Set - Mountain,High,1
16968,North America,Fender Set - Mountain,High,1
17001,North America,Fender Set - Mountain,High,1
17002,North America,Fender Set - Mountain,High,1
17003,North America,Fender Set - Mountain,High,1
17005,North America,Fender Set - Mountain,High,1
17008,North America,Fender Set - Mountain,High,1
17009,North America,Fender Set - Mountain,High,1
17013,North America,Fender Set - Mountain,High,1
17093,Europe,Fender Set - Mountain,Moderate,1
17100,Europe,Fender Set - Mountain,Low,1
17126,North America,Fender Set - Mountain,High,1
17134,North America,Fender Set - Mountain,High,1
17141,North America,Fender Set - Mountain,High,1
17184,Europe,Fender Set - Mountain,High,1
17190,Europe,Fender Set - Mountain,High,1
17192,Europe,Fender Set - Mountain,High,1
17194,Europe,Fender Set - Mountain,High,1
17197,Europe,Fender Set - Mountain,High,1
17198,Europe,Fender Set - Mountain,High,1
17201,Europe,Fender Set - Mountain,High,1
17208,Europe,Fender Set - Mountain,High,1
17210,Europe,Fender Set - Mountain,High,1
17212,Europe,Fender Set - Mountain,High,1
17215,Europe,Fender Set - Mountain,High,1
17221,Europe,Fender Set - Mountain,High,1
17222,Europe,Fender Set - Mountain,High,1
17223,Europe,Fender Set - Mountain,High,1
17237,Pacific,Fender Set - Mountain,High,1
17247,Pacific,Fender Set - Mountain,High,1
17259,Pacific,Fender Set - Mountain,High,1
17264,North America,Fender Set - Mountain,High,1
17323,Pacific,Fender Set - Mountain,High,1
17324,Pacific,Fender Set - Mountain,High,1
17325,Pacific,Fender Set - Mountain,High,1
17327,Pacific,Fender Set - Mountain,High,1
17331,Pacific,Fender Set - Mountain,High,1
17333,Pacific,Fender Set - Mountain,High,1
17337,North America,Fender Set - Mountain,Moderate,1
17338,North America,Fender Set - Mountain,Moderate,1
17340,North America,Fender Set - Mountain,Low,1
17341,North America,Fender Set - Mountain,Low,1
17348,North America,Fender Set - Mountain,Low,1
17355,Pacific,Fender Set - Mountain,Low,1
17360,North America,Fender Set - Mountain,Moderate,1
17363,North America,Fender Set - Mountain,High,1
17364,North America,Fender Set - Mountain,High,1
17371,North America,Fender Set - Mountain,Moderate,1
17374,North America,Fender Set - Mountain,Moderate,1
17375,Pacific,Fender Set - Mountain,Low,1
17385,North America,Fender Set - Mountain,Moderate,1
17393,North America,Fender Set - Mountain,High,1
17399,North America,Fender Set - Mountain,High,1
17400,North America,Fender Set - Mountain,High,1
17409,North America,Fender Set - Mountain,High,1
17410,North America,Fender Set - Mountain,High,1
17411,North America,Fender Set - Mountain,High,1
17413,North America,Fender Set - Mountain,High,1
17416,North America,Fender Set - Mountain,High,1
17421,North America,Fender Set - Mountain,High,1
17422,North America,Fender Set - Mountain,High,1
17427,North America,Fender Set - Mountain,High,1
17433,North America,Fender Set - Mountain,High,1
17439,North America,Fender Set - Mountain,High,1
17441,North America,Fender Set - Mountain,High,1
17450,North America,Fender Set - Mountain,High,1
17453,North America,Fender Set - Mountain,High,1
17461,North America,Fender Set - Mountain,High,1
17468,North America,Fender Set - Mountain,Moderate,1
17475,North America,Fender Set - Mountain,High,1
17491,North America,Fender Set - Mountain,Moderate,1
17493,Pacific,Fender Set - Mountain,Low,1
17496,Pacific,Fender Set - Mountain,Low,1
17500,Pacific,Fender Set - Mountain,Low,1
17501,Pacific,Fender Set - Mountain,Low,1
17508,North America,Fender Set - Mountain,High,1
17509,North America,Fender Set - Mountain,Moderate,1
17510,Pacific,Fender Set - Mountain,High,1
17522,Pacific,Fender Set - Mountain,High,1
17524,North America,Fender Set - Mountain,High,1
17535,North America,Fender Set - Mountain,High,1
17536,North America,Fender Set - Mountain,High,1
17539,North America,Fender Set - Mountain,High,1
17542,North America,Fender Set - Mountain,High,1
17545,North America,Fender Set - Mountain,High,1
17551,North America,Fender Set - Mountain,Moderate,1
17579,North America,Fender Set - Mountain,Moderate,1
17585,North America,Fender Set - Mountain,High,1
17593,North America,Fender Set - Mountain,High,1
17594,North America,Fender Set - Mountain,High,1
17612,North America,Fender Set - Mountain,High,1
17613,North America,Fender Set - Mountain,High,1
17619,North America,Fender Set - Mountain,Moderate,1
17623,North America,Fender Set - Mountain,High,1
17625,North America,Fender Set - Mountain,High,1
17680,North America,Fender Set - Mountain,Moderate,1
17686,North America,Fender Set - Mountain,Moderate,1
17712,Europe,Fender Set - Mountain,Low,1
17724,Pacific,Fender Set - Mountain,Low,1
17766,Europe,Fender Set - Mountain,Moderate,1
17781,Europe,Fender Set - Mountain,Moderate,1
17801,Europe,Fender Set - Mountain,Low,1
17825,Europe,Fender Set - Mountain,Moderate,1
17834,Europe,Fender Set - Mountain,Moderate,1
17867,North America,Fender Set - Mountain,Moderate,1
17890,Europe,Fender Set - Mountain,Low,1
17892,Europe,Fender Set - Mountain,Low,1
17896,Europe,Fender Set - Mountain,Low,1
17937,Europe,Fender Set - Mountain,Low,1
17948,Europe,Fender Set - Mountain,Low,1
17962,Europe,Fender Set - Mountain,Low,1
17969,Europe,Fender Set - Mountain,Low,1
17974,Europe,Fender Set - Mountain,Low,1
17978,Europe,Fender Set - Mountain,Moderate,1
17988,Europe,Fender Set - Mountain,Low,1
17990,Europe,Fender Set - Mountain,Low,1
18000,Europe,Fender Set - Mountain,Low,1
18018,Europe,Fender Set - Mountain,Low,1
18021,Europe,Fender Set - Mountain,Low,1
18055,North America,Fender Set - Mountain,Moderate,1
18065,North America,Fender Set - Mountain,High,1
18067,North America,Fender Set - Mountain,High,1
18081,North America,Fender Set - Mountain,Moderate,1
18113,North America,Fender Set - Mountain,High,1
18116,North America,Fender Set - Mountain,High,1
18124,Europe,Fender Set - Mountain,High,1
18127,Europe,Fender Set - Mountain,High,1
18133,Europe,Fender Set - Mountain,High,1
18135,Europe,Fender Set - Mountain,High,1
18138,Europe,Fender Set - Mountain,High,1
18139,Europe,Fender Set - Mountain,High,1
18141,Europe,Fender Set - Mountain,High,1
18142,Europe,Fender Set - Mountain,High,1
18144,Europe,Fender Set - Mountain,High,1
18146,Europe,Fender Set - Mountain,High,1
18155,Europe,Fender Set - Mountain,High,1
18159,Europe,Fender Set - Mountain,High,1
18185,Europe,Fender Set - Mountain,High,1
18190,Pacific,Fender Set - Mountain,High,1
18191,Pacific,Fender Set - Mountain,High,1
18195,Pacific,Fender Set - Mountain,High,1
18197,Pacific,Fender Set - Mountain,High,1
18215,Pacific,Fender Set - Mountain,High,1
18216,Pacific,Fender Set - Mountain,High,1
18221,Pacific,Fender Set - Mountain,High,1
18247,Pacific,Fender Set - Mountain,High,1
18261,Pacific,Fender Set - Mountain,High,1
18263,Pacific,Fender Set - Mountain,Moderate,1
18270,Pacific,Fender Set - Mountain,High,1
18271,Pacific,Fender Set - Mountain,High,1
18274,Pacific,Fender Set - Mountain,High,1
18279,Pacific,Fender Set - Mountain,Moderate,1
18283,Pacific,Fender Set - Mountain,High,1
18289,Pacific,Fender Set - Mountain,High,1
18290,Pacific,Fender Set - Mountain,High,1
18291,Pacific,Fender Set - Mountain,High,1
18292,Pacific,Fender Set - Mountain,High,1
18298,Pacific,Fender Set - Mountain,High,1
18299,Pacific,Fender Set - Mountain,High,1
18304,Pacific,Fender Set - Mountain,High,1
18306,Pacific,Fender Set - Mountain,High,1
18317,North America,Fender Set - Mountain,Low,1
18320,North America,Fender Set - Mountain,Low,1
18329,North America,Fender Set - Mountain,Low,1
18345,North America,Fender Set - Mountain,Moderate,1
18353,North America,Fender Set - Mountain,High,1
18355,North America,Fender Set - Mountain,High,1
18356,North America,Fender Set - Mountain,High,1
18382,North America,Fender Set - Mountain,High,1
18389,North America,Fender Set - Mountain,High,1
18398,North America,Fender Set - Mountain,High,1
18411,North America,Fender Set - Mountain,Moderate,1
18413,North America,Fender Set - Mountain,High,1
18422,North America,Fender Set - Mountain,High,1
18429,North America,Fender Set - Mountain,High,1
18432,North America,Fender Set - Mountain,High,1
18435,North America,Fender Set - Mountain,High,1
18441,North America,Fender Set - Mountain,High,1
18460,North America,Fender Set - Mountain,High,1
18478,North America,Fender Set - Mountain,High,1
18479,North America,Fender Set - Mountain,High,1
18492,Pacific,Fender Set - Mountain,High,1
18506,North America,Fender Set - Mountain,Moderate,1
18511,North America,Fender Set - Mountain,High,1
18513,North America,Fender Set - Mountain,High,1
18515,North America,Fender Set - Mountain,High,1
18516,North America,Fender Set - Mountain,High,1
18518,North America,Fender Set - Mountain,High,1
18523,North America,Fender Set - Mountain,High,1
18524,North America,Fender Set - Mountain,High,1
18528,North America,Fender Set - Mountain,High,1
18533,North America,Fender Set - Mountain,High,1
18535,North America,Fender Set - Mountain,Moderate,1
18539,North America,Fender Set - Mountain,High,1
18540,North America,Fender Set - Mountain,High,1
18541,North America,Fender Set - Mountain,High,1
18547,North America,Fender Set - Mountain,High,1
18560,North America,Fender Set - Mountain,High,1
18578,North America,Fender Set - Mountain,High,1
18581,North America,Fender Set - Mountain,High,1
18594,North America,Fender Set - Mountain,High,1
18604,North America,Fender Set - Mountain,Moderate,1
18611,North America,Fender Set - Mountain,High,1
18613,North America,Fender Set - Mountain,High,1
18633,Europe,Fender Set - Mountain,Low,1
18642,North America,Fender Set - Mountain,Moderate,1
18685,North America,Fender Set - Mountain,Moderate,1
18686,North America,Fender Set - Mountain,Moderate,1
18705,Pacific,Fender Set - Mountain,High,1
18711,Pacific,Fender Set - Mountain,High,1
18713,Pacific,Fender Set - Mountain,High,1
18717,Pacific,Fender Set - Mountain,High,1
18728,Pacific,Fender Set - Mountain,High,1
18730,Pacific,Fender Set - Mountain,High,1
18745,Pacific,Fender Set - Mountain,High,1
18749,North America,Fender Set - Mountain,Low,1
18756,North America,Fender Set - Mountain,Moderate,1
18759,North America,Fender Set - Mountain,Low,1
18785,North America,Fender Set - Mountain,High,1
18788,North America,Fender Set - Mountain,High,1
18808,North America,Fender Set - Mountain,High,1
18812,North America,Fender Set - Mountain,High,1
18818,North America,Fender Set - Mountain,High,1
18826,North America,Fender Set - Mountain,High,1
18838,North America,Fender Set - Mountain,High,1
18849,North America,Fender Set - Mountain,High,1
18850,North America,Fender Set - Mountain,High,1
18852,North America,Fender Set - Mountain,High,1
18864,North America,Fender Set - Mountain,High,1
18875,North America,Fender Set - Mountain,Moderate,1
18878,North America,Fender Set - Mountain,High,1
18883,North America,Fender Set - Mountain,Moderate,1
11358,Pacific,Hydration Pack,Low,1
11500,North America,Hydration Pack,Moderate,1
11501,North America,Hydration Pack,Moderate,1
11619,North America,Hydration Pack,Moderate,1
11823,North America,Hydration Pack,High,1
11875,North America,Hydration Pack,Moderate,1
11901,Pacific,Hydration Pack,Moderate,1
11914,Pacific,Hydration Pack,High,1
11941,North America,Hydration Pack,Moderate,1
11969,Pacific,Hydration Pack,High,1
11986,Pacific,Hydration Pack,High,1
12000,Pacific,Hydration Pack,High,1
12042,North America,Hydration Pack,Moderate,1
12043,North America,Hydration Pack,Moderate,1
12078,North America,Hydration Pack,Moderate,1
12139,North America,Hydration Pack,High,1
12220,Europe,Hydration Pack,Low,1
12256,Europe,Hydration Pack,Low,1
12325,Europe,Hydration Pack,High,1
12338,Pacific,Hydration Pack,High,1
12351,Pacific,Hydration Pack,High,1
12403,Europe,Hydration Pack,Moderate,1
12474,Europe,Hydration Pack,Low,1
12527,North America,Hydration Pack,Moderate,1
12576,Pacific,Hydration Pack,Low,1
12619,Europe,Hydration Pack,Moderate,1
12652,Europe,Hydration Pack,High,1
12702,Pacific,Hydration Pack,High,1
12711,Europe,Hydration Pack,Low,1
12731,Europe,Hydration Pack,Low,1
12774,North America,Hydration Pack,Moderate,1
12784,North America,Hydration Pack,Moderate,1
12792,North America,Hydration Pack,Moderate,1
12874,Europe,Hydration Pack,Low,1
12945,North America,Hydration Pack,Moderate,1
12959,North America,Hydration Pack,High,1
13007,Pacific,Hydration Pack,Moderate,1
13030,North America,Hydration Pack,Moderate,1
13064,North America,Hydration Pack,Moderate,1
13095,North America,Hydration Pack,Moderate,1
13106,Pacific,Hydration Pack,Moderate,1
13108,Pacific,Hydration Pack,Moderate,1
13109,Pacific,Hydration Pack,Moderate,1
13120,Pacific,Hydration Pack,High,1
13122,Pacific,Hydration Pack,High,1
13124,Pacific,Hydration Pack,High,1
13127,Pacific,Hydration Pack,High,1
13134,Pacific,Hydration Pack,Moderate,1
13139,Pacific,Hydration Pack,High,1
13151,North America,Hydration Pack,Moderate,1
13158,Pacific,Hydration Pack,Moderate,1
13160,Pacific,Hydration Pack,High,1
13212,North America,Hydration Pack,Moderate,1
